time_ajustado	gFy
0,176663177	0,9425
0,177709479	0,942
0,179131823	0,9422
0,181500469	0,9427
0,181990937	0,942
0,182981875	0,941
0,184038802	0,9415
0,185317448	0,9432
0,186349896	0,9447
0,187534792	0,945
0,188965469	0,9447
0,190059792	0,9435
0,191520625	0,9425
0,192459583	0,9422
0,193699844	0,9417
0,194953437	0,9415
0,195944948	0,9408
0,198175729	0,9408
0,1987675	0,9405
0,199791354	0,9398
0,200917969	0,9398
0,202068021	0,9395
0,203191302	0,9391
0,204415312	0,9386
0,205761042	0,9383
0,207013177	0,9371
0,207973542	0,9364
0,209133021	0,9359
0,210421146	0,9354
0,211714375	0,9352
0,212936302	0,9342
0,214907448	0,933
0,215433229	0,9325
0,216662031	0,9327
0,217964792	0,9334
0,219114844	0,9342
0,220186198	0,9332
0,221326302	0,932
0,22278125	0,93
0,22389526	0,9273
0,224920937	0,9261
0,226077917	0,9264
0,227365833	0,9276
0,228471615	0,9278
0,229744219	0,9271
0,23199776	0,9266
0,232518333	0,9273
0,233710417	0,9291
0,235381198	0,93
0,236640781	0,931
0,237274427	0,9315
0,23862875	0,932
0,239579167	0,9322
0,240641979	0,9322
0,242054062	0,9332
0,243430833	0,9349
0,244441146	0,9349
0,245584792	0,9347
0,24788625	0,9354
0,248466667	0,9364
0,252473021	0,9366
0,253066719	0,9366
0,253427135	0,9366
0,253715417	0,9371
0,254339479	0,9378
0,25543625	0,9383
0,25662651	0,9383
0,25782151	0,9369
0,259147135	0,9361
0,260276406	0,9374
0,261436979	0,9378
0,262608542	0,9376
0,265477812	0,9369
0,267281406	0,9369
0,2696275	0,9374
0,270229479	0,9371
0,270725208	0,9371
0,271037812	0,9369
0,271343698	0,9352
0,272335	0,9344
0,273458437	0,9339
0,274843854	0,9327
0,2758675	0,9315
0,2770875	0,9305
0,278251719	0,9303
0,279451198	0,9303
0,282266719	0,9305
0,283005417	0,9303
0,283616875	0,9295
0,28476974	0,9293
0,286112917	0,9286
0,28713776	0,9281
0,288105208	0,9286
0,289313958	0,9283
0,290446927	0,9276
0,291738958	0,9271
0,29305099	0,9269
0,294202656	0,9271
0,295529896	0,9271
0,296511562	0,9266
0,298661719	0,9251
0,299254323	0,9244
0,300395365	0,9251
0,301549531	0,9261
0,302855781	0,9269
0,30387724	0,9281
0,304902917	0,9295
0,306080365	0,9303
0,307385677	0,9303
0,308479948	0,93
0,309840729	0,9303
0,311241771	0,9312
0,3121175	0,9325
0,313370052	0,9327
0,315644531	0,9315
0,316229792	0,9312
0,317440417	0,9317
0,318589583	0,9325
0,319779271	0,933
0,320805885	0,933
0,321983385	0,9327
0,323259479	0,932
0,324314792	0,9315
0,3256825	0,9317
0,326932969	0,932
0,327984948	0,9317
0,32923401	0,9317
0,331980729	0,9312
0,332557812	0,9303
0,332921667	0,9303
0,334234375	0,9308
0,336501354	0,9305
0,337431667	0,93
0,337888177	0,9303
0,338907031	0,9298
0,339987344	0,9286
0,341123906	0,9281
0,342288125	0,9283
0,343737604	0,9286
0,344837552	0,9283
0,34601151	0,9281
0,35093776	0,9278
0,351593385	0,9276
0,351991302	0,9273
0,352302812	0,9269
0,352615937	0,9273
0,353629635	0,9286
0,354661875	0,9288
0,355893594	0,9293
0,357005677	0,9291
0,358230573	0,9286
0,359560469	0,9281
0,360576406	0,9278
0,361878177	0,9278
0,363136406	0,9266
0,364808021	0,9261
0,365835156	0,9261
0,366969896	0,9261
0,368145208	0,9261
0,369227552	0,9254
0,370617656	0,9249
0,371972448	0,9251
0,373270312	0,9251
0,374171719	0,9259
0,375448594	0,9276
0,376968177	0,9293
0,377946458	0,9303
0,379189896	0,9308
0,380575573	0,9312
0,382769792	0,9317
0,383399375	0,9327
0,384411406	0,9342
0,387080833	0,9337
0,387571667	0,9339
0,387908854	0,9339
0,388810417	0,933
0,389957448	0,9325
0,391464739	0,9337
0,392160417	0,9347
0,393302969	0,9334
0,394673177	0,9325
0,395745729	0,933
0,398384948	0,9327
0,398924375	0,9322
0,399502239	0,9315
0,40076651	0,9315
0,402118542	0,931
0,403345989	0,9295
0,404379375	0,9295
0,405698385	0,9295
0,406607344	0,9288
0,408009896	0,9278
0,409202239	0,9269
0,410378698	0,9269
0,41150625	0,9273
0,412784531	0,9273
0,416036146	0,9269
0,416701719	0,9273
0,417053073	0,9276
0,417789375	0,9271
0,419543229	0,9259
0,4201725	0,9254
0,421325833	0,9264
0,422449323	0,9271
0,423719219	0,9283
0,425018489	0,93
0,426283489	0,9305
0,427350781	0,9298
0,428572812	0,93
0,429660104	0,9305
0,431892917	0,9325
0,432500052	0,9339
0,433696614	0,9337
0,434939896	0,9347
0,435907604	0,9361
0,437058542	0,9369
0,438141667	0,9378
0,439390937	0,9381
0,440512239	0,9378
0,441671146	0,9369
0,443104219	0,9359
0,444145469	0,9352
0,445383646	0,9344
0,446472604	0,9349
0,450859323	0,9352
0,451486198	0,9352
0,451860885	0,9349
0,452211823	0,9349
0,453709948	0,9347
0,454152083	0,9334
0,455320989	0,9325
0,456489062	0,9317
0,457614635	0,931
0,458906302	0,9305
0,460207969	0,9298
0,46134901	0,9286
0,463299427	0,9269
0,465283385	0,9254
0,465849948	0,9251
0,466183177	0,9242
0,467547187	0,9229
0,468475469	0,9227
0,469821562	0,921
0,470839114	0,9183
0,472010469	0,9168
0,473146302	0,9164
0,474413333	0,9156
0,475616614	0,9142
0,47681276	0,9129
0,477995052	0,9117
0,479390885	0,9098
0,482394687	0,909
0,484719687	0,9083
0,485146875	0,9068
0,485470937	0,9061
0,486279635	0,9056
0,487014635	0,9054
0,488000573	0,9056
0,489046458	0,9059
0,490191771	0,9063
0,491469948	0,9068
0,492643437	0,9078
0,493766562	0,9088
0,495126146	0,9102
0,496209323	0,91
0,499116406	0,9088
0,499854427	0,9093
0,500280989	0,9105
0,50163776	0,9107
0,502636146	0,911
0,504282083	0,912
0,504994948	0,9124
0,506190833	0,9129
0,507258802	0,9137
0,508403385	0,9139
0,509787656	0,9146
0,511274479	0,9149
0,512079062	0,9144
0,513201875	0,9144
0,515710104	0,9146
0,517304948	0,9156
0,519049739	0,9164
0,520252083	0,9166
0,520824635	0,9168
0,521373646	0,9173
0,521799583	0,9183
0,523452604	0,9183
0,52433276	0,9183
0,525457969	0,9186
0,526601719	0,9183
0,527763854	0,9168
0,528965	0,9154
0,530326302	0,9146
0,534873646	0,9134
0,536260781	0,9124
0,536890573	0,9124
0,537452187	0,9112
0,537947656	0,9093
0,538398125	0,9081
0,539006146	0,9073
0,540437916	0,9066
0,541235416	0,9059
0,543690156	0,9041
0,544416979	0,9015
0,544865364	0,8993
0,546327239	0,898
0,551894219	0,8978
0,552425677	0,8968
0,552736771	0,8954
0,553045312	0,8949
0,553318125	0,8954
0,553563698	0,8951
0,554372448	0,8946
0,555586875	0,8946
0,556714635	0,8949
0,557955625	0,8958
0,55940776	0,8966
0,56041276	0,8971
0,56171526	0,898
0,563085989	0,8978
0,564993385	0,8993
0,565729791	0,9034
0,566779583	0,9061
0,567785364	0,9078
0,568945937	0,91
0,570136562	0,912
0,571412083	0,9146
0,572468021	0,9173
0,573755781	0,9198
0,5748525	0,9234
0,576161406	0,9291
0,577348854	0,9339
0,57854526	0,9374
0,579731458	0,9405
0,58224875	0,9432
0,584542187	0,9476
0,585475729	0,9525
0,586987708	0,9579
0,588038489	0,9625
0,588609948	0,9667
0,589120989	0,9718
0,589572812	0,9757
0,590800312	0,9791
0,591923594	0,9833
0,59315026	0,9872
0,594438125	0,9904
0,595424062	0,994
0,596798489	0,9965
0,600675573	0,9979
0,603159271	1,0004
0,604125208	1,0026
0,604664479	1,0046
0,605172396	1,0082
0,60558526	1,0121
0,606016719	1,0143
0,606382864	1,0158
0,607951979	1,0175
0,608723333	1,0197
0,610080364	1,0209
0,611226562	1,0219
0,612581823	1,0221
0,613745729	1,0224
0,61664901	1,0226
0,61797026	1,0216
0,618767969	1,0209
0,619393177	1,0209
0,619946458	1,0212
0,621238281	1,0214
0,622618646	1,0214
0,623499948	1,0199
0,624609271	1,017
0,62603026	1,0148
0,62727901	1,0131
0,628520364	1,0114
0,629430364	1,0097
0,632465989	1,0068
0,633201771	1,0028
0,633636198	0,9992
0,634858437	0,9967
0,635842708	0,994
0,637493177	0,9921
0,638015156	0,9896
0,639379739	0,9865
0,640450208	0,9823
0,641774948	0,9779
0,643900469	0,9745
0,644424583	0,9708
0,646040208	0,9674
0,647505521	0,9645
0,648371666	0,9611
0,657634739	0,9584
0,659009739	0,955
0,659876094	0,952
0,660282344	0,9496
0,660663333	0,9457
0,661082604	0,9422
0,661428906	0,94
0,661783177	0,9381
0,67074026	0,9359
0,671851927	0,9342
0,67228375	0,9332
0,672621458	0,9325
0,672933594	0,931
0,673243229	0,9291
0,673562031	0,9278
0,673890521	0,9271
0,674200156	0,9269
0,674596979	0,9283
0,674927135	0,9288
0,675229114	0,9281
0,675560364	0,9278
0,675953437	0,9288
0,676288281	0,9303
0,676712969	0,9322
0,677970833	0,9337
0,679163021	0,9349
0,680557239	0,9369
0,6830325	0,9386
0,683654583	0,9398
0,683979114	0,9413
0,685798073	0,943
0,686318073	0,9447
0,687597552	0,9464
0,688790521	0,9481
0,68992776	0,9493
0,69169776	0,9506
0,692526927	0,9513
0,693726614	0,9528
0,694968802	0,9545
0,695947812	0,955
0,699102135	0,9557
0,700730625	0,9562
0,702672448	0,9569
0,703302656	0,9584
0,703657187	0,9596
0,704592552	0,9594
0,704995052	0,9584
0,705949687	0,9574
0,707048437	0,9567
0,708163177	0,9559
0,709316146	0,9562
0,710617656	0,9564
0,711889791	0,9564
0,712972812	0,9559
0,715983594	0,955
0,716755156	0,9547
0,718443385	0,9542
0,719118906	0,953
0,719848906	0,9513
0,720641406	0,9491
0,721769219	0,9471
0,722783541	0,9457
0,723938906	0,9442
0,725179271	0,9432
0,726376458	0,9422
0,728004635	0,9403
0,728647083	0,9381
0,729796302	0,9369
0,732184375	0,9352
0,732773177	0,9317
0,733825312	0,9298
0,734986458	0,9293
0,736325416	0,9276
0,737363437	0,9256
0,738355573	0,9232
0,739759427	0,9212
0,740765052	0,9198
0,741989166	0,9181
0,743496875	0,9164
0,744461979	0,9134
0,745644635	0,9102
0,747031719	0,9088
0,751226719	0,9066
0,752008802	0,9049
0,752483229	0,9046
0,752885729	0,9041
0,753342604	0,9032
0,754910104	0,9017
0,757024114	0,9005
0,75767625	0,9002
0,758112604	0,901
0,759229791	0,901
0,760372916	0,8995
0,761621406	0,8983
0,76313776	0,8968
0,764064166	0,8954
0,767188229	0,8949
0,767964791	0,8941
0,768412343	0,8941
0,76917026	0,8954
0,770105625	0,8958
0,771684739	0,8949
0,772519896	0,8927
0,773677031	0,8912
0,775314791	0,8917
0,776185729	0,8924
0,777285521	0,8922
0,778480052	0,8905
0,779783802	0,889
0,784832083	0,888
0,785833541	0,8875
0,786448437	0,8873
0,787110364	0,888
0,787596354	0,8888
0,788415468	0,8895
0,788908906	0,889
0,791193437	0,8878
0,791840156	0,8873
0,792301093	0,8865
0,793033854	0,8868
0,794296979	0,8883
0,795532031	0,889
0,796571198	0,8885
0,799770104	0,8888
0,800712239	0,8888
0,801309479	0,8895
0,801778854	0,891
0,802827187	0,8929
0,803966718	0,8951
0,805061562	0,8963
0,80643526	0,8971
0,807394583	0,8973
0,808679583	0,8988
0,810004479	0,9007
0,811192239	0,9024
0,812311614	0,9051
0,813874531	0,9073
0,81866	0,9095
0,819914739	0,9129
0,820487083	0,9156
0,821002187	0,9186
0,821461771	0,9215
0,821854218	0,9249
0,822218021	0,9283
0,823497396	0,9308
0,824471458	0,9344
0,825591666	0,9383
0,827141406	0,9415
0,828094166	0,945
0,829331198	0,9489
0,833893333	0,9533
0,835263125	0,9572
0,835894062	0,9608
0,836392135	0,9642
0,836834062	0,9664
0,837272812	0,9689
0,837801041	0,9718
0,839302083	0,9752
0,840217291	0,9777
0,841639531	0,9804
0,844367031	0,984
0,84512026	0,9867
0,845502864	0,9882
0,846148281	0,9896
0,852535885	0,9906
0,853191041	0,9916
0,853586562	0,994
0,853934218	0,996
0,854234271	0,9962
0,854559375	0,9974
0,854996718	0,9979
0,855943489	0,9977
0,857070312	0,9979
0,858452396	0,9987
0,859713802	0,9999
0,860726041	1,0009
0,861951979	1,0006
0,863276458	0,9996
0,865726771	0,9992
0,866278854	0,9992
0,86704026	0,9987
0,867987812	0,9972
0,869202968	0,9965
0,870333125	0,9967
0,871960781	0,9955
0,873011927	0,9933
0,873945468	0,9923
0,875255156	0,9913
0,876417396	0,9896
0,877514687	0,9877
0,878990677	0,9862
0,880091406	0,9845
0,883319218	0,9835
0,883943125	0,9833
0,884304739	0,9826
0,885334427	0,9823
0,886706771	0,9823
0,887576354	0,9813
0,888586041	0,9806
0,889819271	0,9796
0,891137135	0,9779
0,892154635	0,9767
0,893528646	0,9755
0,894613333	0,9747
0,895996302	0,974
0,898637968	0,9728
0,89930625	0,9718
0,900329218	0,9718
0,901075156	0,9725
0,90211526	0,9725
0,903563177	0,9711
0,904301875	0,9701
0,905696093	0,9708
0,906903906	0,9713
0,908030416	0,9703
0,909582239	0,9701
0,91041875	0,9706
0,911629583	0,9708
0,913261093	0,9708
0,91600776	0,9701
0,916758541	0,9701
0,917467448	0,9711
0,918940052	0,9728
0,91960901	0,9752
0,921055468	0,9764
0,922076771	0,9774
0,923147031	0,9782
0,924065052	0,9786
0,926084218	0,9794
0,927239271	0,9799
0,928029427	0,9811
0,928966666	0,9823
0,930331354	0,9833
0,933723177	0,9843
0,934806093	0,9855
0,935441771	0,9869
0,935994843	0,9884
0,936497656	0,9906
0,937327656	0,9921
0,938623125	0,9928
0,939785781	0,9938
0,940699323	0,9938
0,942044896	0,9938
0,943353437	0,9945
0,944549114	0,9957
0,945815104	0,9972
0,947106406	0,9992
0,953411198	1,0009
0,954260312	1,0011
0,954928125	1,0006
0,955512708	1,0011
0,955997864	1,0021
0,95650026	1,0024
0,956951406	1,0024
0,957412239	1,0024
0,95783651	1,0031
0,959055364	1,0038
0,960366198	1,0046
0,961560208	1,0063
0,962826146	1,0082
0,971524895	1,0092
0,97239651	1,0099
0,972959583	1,0109
0,973418229	1,0121
0,973905104	1,0138
0,974362031	1,0155
0,974936093	1,0163
0,97541375	1,016
0,975935677	1,0158
0,976400052	1,017
0,97686927	1,018
0,977355	1,0175
0,978463281	1,0175
0,979755104	1,0187
0,987816406	1,0204
0,988820156	1,0212
0,989409687	1,0207
0,989934114	1,0204
0,990424531	1,0202
0,991105677	1,0197
0,991596979	1,0192
0,992102135	1,019
0,992546041	1,018
0,993017864	1,0163
1,001783802	1,0146
1,003591614	1,0126
1,004409583	1,0102
1,004929531	1,008
1,005399635	1,0058
1,005829948	1,0036
1,006275989	1,0001
1,006791927	0,997
1,007277031	0,994
1,007708281	0,9913
1,008121979	0,9896
1,008550104	0,9877
1,0089475	0,984
1,009364843	0,9806
1,009780416	0,9782
1,012340677	0,9755
1,012867604	0,9728
1,013297812	0,9701
1,022272343	0,9679
1,023376823	0,965
1,023874531	0,962
1,024315468	0,9606
1,024700989	0,9589
1,025089843	0,9572
1,025462135	0,9555
1,02584901	0,9542
1,026235989	0,9537
1,026730156	0,953
1,027107812	0,9518
1,027718906	0,9501
1,02889427	0,9486
1,036205937	0,9489
1,037519895	0,9491
1,038308073	0,9474
1,03945026	0,9459
1,040336666	0,9462
1,041060937	0,9471
1,041581093	0,9484
1,042162812	0,9496
1,043164062	0,9496
1,043755156	0,9491
1,044461666	0,9498
1,044893281	0,9518
1,045314114	0,9533
1,045918593	0,954
1,047825364	0,9552
1,049428541	0,9564
1,049986302	0,9589
1,051580208	0,9625
1,052506458	0,9647
1,05374177	0,9674
1,05510375	0,9708
1,055842604	0,9735
1,05685302	0,976
1,058122708	0,9789
1,059613073	0,9813
1,060552135	0,9838
1,061807968	0,9869
1,063507395	0,9899
1,065339062	0,9926
1,066479218	0,9955
1,06709927	0,9977
1,068703229	1,0009
1,069264479	1,0038
1,070909531	1,0068
1,071529583	1,0092
1,072699479	1,0107
1,074049114	1,0133
1,075310677	1,0153
1,076440937	1,0168
1,078086198	1,0175
1,078726666	1,0173
1,079982395	1,0182
1,081605208	1,0202
1,082969114	1,0216
1,083874166	1,0226
1,085513281	1,0236
1,086318489	1,0243
1,087221823	1,0241
1,088309687	1,0241
1,08953552	1,0241
1,091275781	1,0231
1,09239802	1,0216
1,093081145	1,0195
1,094663177	1,0175
1,097547916	1,0155
1,098098593	1,0136
1,098556458	1,0114
1,100685312	1,0085
1,101372031	1,0068
1,101873906	1,0048
1,103317916	1,0014
1,104243854	0,9984
1,105480573	0,996
1,106628958	0,9933
1,108016718	0,9899
1,110983333	0,9862
1,111402916	0,983
1,111633489	0,9789
1,112477552	0,9745
1,114456718	0,9713
1,115308593	0,9679
1,11619276	0,9652
1,117435885	0,9625
1,118597083	0,9589
1,119690781	0,9557
1,121009166	0,9533
1,12209677	0,9508
1,123484218	0,9474
1,12450125	0,943
1,125893593	0,9391
1,12723026	0,9356
1,128220156	0,9325
1,129373489	0,9303
1,131825781	0,9278
1,132509218	0,9251
1,133421875	0,9229
1,135076614	0,9207
1,13627802	0,9193
1,137267448	0,9176
1,138196562	0,9154
1,13970276	0,9137
1,140513229	0,9115
1,141588385	0,909
1,143123698	0,9081
1,144057864	0,9068
1,145267343	0,9056
1,146619635	0,9044
1,152350416	0,9024
1,153124895	0,9
1,153671718	0,8963
1,154135312	0,8927
1,15472651	0,8927
1,155179375	0,8971
1,155614375	0,9015
1,156196198	0,9054
1,157580937	0,9083
1,158669687	0,909
1,160108229	0,9098
1,16117651	0,9112
1,162334583	0,9124
1,163886823	0,9132
1,16800375	0,9122
1,16878302	0,9124
1,169290052	0,9134
1,16977802	0,9134
1,170228802	0,9124
1,171172604	0,9124
1,172088958	0,9137
1,173208593	0,9149
1,174398125	0,9154
1,175690052	0,9149
1,177038958	0,9161
1,177958385	0,9173
1,179350312	0,9183
1,180573489	0,9205
1,184342812	0,9212
1,185099114	0,9225
1,185638698	0,9254
1,186451093	0,9283
1,1871425	0,9312
1,188153541	0,9344
1,189298125	0,9369
1,190402604	0,9398
1,19163026	0,9427
1,192796406	0,9464
1,194172291	0,9501
1,195316302	0,9533
1,196475104	0,9567
1,201679843	0,9606
1,202451614	0,9659
1,203063593	0,9706
1,203509218	0,9745
1,203978645	0,9779
1,2044	0,9818
1,205046979	0,9862
1,205850885	0,9909
1,20717276	0,9952
1,208420104	0,9987
1,209390572	1,0033
1,21065875	1,0097
1,212614947	1,0146
1,214424687	1,019
1,215393072	1,0234
1,218922135	1,0275
1,219531197	1,0314
1,219899583	1,0356
1,220192968	1,04
1,220467031	1,0451
1,221664114	1,048
1,223027552	1,0488
1,223905468	1,0488
1,22511552	1,0488
1,226539427	1,047
1,22752375	1,0409
1,228778072	1,039
1,230019531	1,0451
1,232531145	1,0539
1,233241875	1,062
1,233799531	1,0671
1,235143802	1,0705
1,23623	1,0732
1,237399843	1,0742
1,238393802	1,0744
1,239697187	1,0739
1,241038281	1,0742
1,242100625	1,0737
1,243469166	1,0725
1,24453401	1,07
1,245839166	1,0669
1,251396875	1,0649
1,252189218	1,0632
1,252690625	1,061
1,253164635	1,058
1,253619635	1,0551
1,254071562	1,0519
1,254608854	1,0495
1,255583697	1,0466
1,256671302	1,0422
1,257812239	1,0385
1,25939375	1,0358
1,260966979	1,0331
1,261519531	1,0304
1,262629427	1,027
1,265038593	1,0238
1,265673906	1,0214
1,266697395	1,019
1,267879427	1,0155
1,269124114	1,0126
1,270337239	1,0102
1,271428385	1,0075
1,27237776	1,0033
1,273524583	0,9992
1,274811093	0,997
1,276098906	0,9935
1,277160833	0,9894
1,278283489	0,9818
1,279701145	0,9708
1,281928385	0,9655
1,282674427	0,9672
1,28340401	0,9718
1,28522901	0,9764
1,287801562	0,9799
1,288648333	0,9816
1,289170156	0,9813
1,289609479	0,9816
1,290406979	0,9818
1,292032968	0,9813
1,292880052	0,9806
1,294005989	0,9806
1,295303281	0,9801
1,296442604	0,9794
1,299247812	0,9789
1,299811614	0,9779
1,302050625	0,9774
1,302775208	0,9779
1,3031775	0,9791
1,30418375	0,9799
1,305257187	0,9801
1,306399375	0,9801
1,307581197	0,9804
1,308739895	0,9816
1,310172447	0,9823
1,31151026	0,9845
1,312645729	0,9865
1,313952864	0,9872
1,320582395	0,9882
1,321890104	0,9896
1,322439375	0,9918
1,323030989	0,9935
1,323439479	0,9952
1,323814583	0,9972
1,324206562	0,9992
1,324562708	0,9994
1,324920468	1,0004
1,326226145	1,0018
1,327071458	1,0033
1,328364427	1,0043
1,329172604	1,0046
1,331387968	1,0048
1,331894479	1,005
1,334062916	1,0058
1,335570833	1,006
1,336798854	1,0063
1,337628333	1,0068
1,338149375	1,006
1,339334427	1,0055
1,340100104	1,0058
1,341158958	1,0043
1,3423075	1,0028
1,343751302	1,0011
1,344810989	0,9982
1,346030833	0,997
1,354028281	0,9962
1,354822968	0,9933
1,355190416	0,9891
1,355548958	0,9869
1,35587526	0,986
1,356202604	0,9838
1,35650552	0,9813
1,35682927	0,9796
1,357157187	0,9784
1,358354166	0,9764
1,359699687	0,9747
1,360730677	0,9728
1,361834218	0,9706
1,363565625	0,9699
1,370786562	0,9691
1,371734583	0,9681
1,372287552	0,9681
1,372734062	0,9684
1,373190833	0,9684
1,373642187	0,9679
1,374078333	0,9664
1,37471901	0,9659
1,375216093	0,9664
1,375696458	0,9669
1,376521666	0,9677
1,377718854	0,9677
1,379081406	0,9686
1,380193645	0,9708
1,384938177	0,9721
1,385628125	0,9706
1,386066822	0,9681
1,386457395	0,9659
1,38693125	0,9616
1,387809427	0,9508
1,388537708	0,9417
1,389704687	0,9435
1,390946093	0,9506
1,392905781	0,9584
1,394243072	0,9664
1,395074947	0,9735
1,39573802	0,9784
1,397317604	0,9818
1,400615729	0,9845
1,402139791	0,9857
1,403467083	0,9872
1,404389114	0,9877
1,405021041	0,9862
1,405507916	0,9848
1,405967343	0,9833
1,406677135	0,9811
1,407787447	0,9806
1,409040989	0,9799
1,410225677	0,9786
1,411639114	0,9777
1,412627031	0,976
1,416153906	0,974
1,416862916	0,9713
1,417323906	0,9694
1,417815312	0,9686
1,419408281	0,9686
1,420407812	0,9689
1,421418177	0,9681
1,422435989	0,9664
1,423763749	0,9652
1,425118645	0,9647
1,426555468	0,9659
1,427519531	0,9662
1,428500364	0,9659
1,429807343	0,965
1,432696093	0,9579
1,433537499	0,9491
1,434100156	0,9464
1,43520427	0,9511
1,43627802	0,9589
1,437456979	0,9669
1,438689479	0,9738
1,439782239	0,9789
1,440820312	0,983
1,441914895	0,9862
1,443162812	0,9872
1,444330624	0,9882
1,445572968	0,9887
1,446819583	0,9882
1,451741718	0,9882
1,452495052	0,9872
1,45297776	0,9852
1,453388385	0,983
1,453861093	0,9813
1,454270104	0,9799
1,456334322	0,9784
1,457009843	0,9772
1,458038281	0,9755
1,459237291	0,9735
1,460857499	0,9713
1,461600208	0,9699
1,463126406	0,9694
1,465802031	0,9679
1,466455885	0,9657
1,467004947	0,964
1,467863749	0,9606
1,469046562	0,9589
1,470319479	0,9581
1,471267447	0,9562
1,472538229	0,9545
1,473834739	0,9528
1,475295729	0,9506
1,478884791	0,9481
1,479585624	0,9464
1,480075781	0,9452
1,480593854	0,9437
1,481049427	0,942
1,483541041	0,94
1,48482651	0,9393
1,485471458	0,9393
1,486005677	0,9381
1,487293541	0,9366
1,488302812	0,9354
1,489271302	0,9337
1,490426822	0,9327
1,491544947	0,9325
1,492831979	0,931
1,49402802	0,9244
1,495246614	0,9149
1,496550781	0,91
1,499010572	0,9117
1,499724583	0,9178
1,500266041	0,9259
1,501212708	0,9359
1,502749166	0,9452
1,503747447	0,9528
1,504806458	0,9596
1,506120104	0,9642
1,507467552	0,9647
1,508426979	0,9625
1,509774062	0,9633
1,511068802	0,9681
1,512160052	0,9733
1,513151458	0,9794
1,515624479	0,986
1,516347864	0,9921
1,517348177	0,9977
1,518344531	1,0033
1,519482708	1,0085
1,520664062	1,0121
1,521780156	1,0148
1,523375989	1,0158
1,524454374	1,017
1,525491822	1,0202
1,526600624	1,0224
1,527787812	1,0246
1,528936354	1,0268
1,53233927	1,0212
1,533155833	1,0094
1,533681406	1,0006
1,534195156	0,9999
1,535440416	1,0058
1,537313177	1,0143
1,538095885	1,0246
1,539112552	1,0348
1,540028906	1,0434
1,541254947	1,0505
1,542404947	1,0561
1,543985989	1,0595
1,544877395	1,0617
